"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","76","test_create_order","tests.api","2026-08-16","passed","2026-08-16","","test_create","",""
"","555","test_world_cup_exists","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","911","test_la_liga_first_team_has_name","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","588","test_add_to_cart","tests.ui","2026-08-16","passed","2026-08-16","","test_login","",""
"","163","test_status_code","tests.api","2026-08-16","passed","2026-08-16","","test_github","",""
"","118","test_user_not_found","tests.api","2026-08-16","passed","2026-08-16","","test_github","",""
"","393","test_la_liga_exists","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","402","test_unknown_competition","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","386","test_teams_no_token","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","865","test_first_team_has_name","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","338","test_login_button_visible","tests.ui","2026-08-16","passed","2026-08-16","","test_login","",""
"","550","test_match_has_status","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","899","test_teams_status_code","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","94","test_login","tests.api","2026-08-16","passed","2026-08-16","","test_github","",""
"","479","test_wrong_password","tests.ui","2026-08-16","passed","2026-08-16","","test_login","",""
"","210","test_create_user","tests.api","2026-08-16","passed","2026-08-16","","test_create","",""
"","839","test_la_liga_teams_count","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","831","test_teams_count","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","386","test_world_cup_name","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","564","test_successful_login","tests.ui","2026-08-16","passed","2026-08-16","","test_login","",""
