"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","445","test_league_exists[PL]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","849","test_league_exists[WC]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","254","test_login_button_visible","tests.ui","2026-08-23","passed","2026-08-23","","test_login","",""
"","734","test_match_has_status[PL]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","687","test_match_has_status[PD]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","980","test_teams_status_code","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","125","test_create_order","tests.api","2026-08-23","passed","2026-08-23","","test_create","",""
"","492","test_teams_no_token","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","489","test_wrong_password","tests.ui","2026-08-23","passed","2026-08-23","","test_login","",""
"","846","test_first_team_has_name","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","820","test_add_to_cart","tests.ui","2026-08-23","passed","2026-08-23","","test_login","",""
"","558","test_match_has_status[WC]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","517","test_unknown_competition","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","0","test_la_liga_teams_count","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","173","test_create_user","tests.api","2026-08-23","passed","2026-08-23","","test_create","",""
"","1","test_la_liga_first_team_has_name","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","437","test_league_exists[CL]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","196","test_login","tests.api","2026-08-23","passed","2026-08-23","","test_github","",""
"","971","test_teams_count","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","512","test_world_cup_name","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","1012","test_successful_login","tests.ui","2026-08-23","passed","2026-08-23","","test_login","",""
"","249","test_user_not_found","tests.api","2026-08-23","passed","2026-08-23","","test_github","",""
"","513","test_league_exists[PD]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","231","test_status_code","tests.api","2026-08-23","passed","2026-08-23","","test_github","",""
