"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","569","test_league_exists[CL]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","0","test_la_liga_scorers_not_empty","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","0","test_la_liga_first_team_has_name","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","572","test_league_exists[PD]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","471","test_unknown_competition","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","1141","test_teams_status_code","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","81","test_login","tests.api","2026-08-23","passed","2026-08-23","","test_github","",""
"","1262","test_teams_count","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","98","test_create_order","tests.api","2026-08-23","passed","2026-08-23","","test_create","",""
"","1330","test_successful_login","tests.ui","2026-08-23","passed","2026-08-23","","test_login","",""
"","647","test_add_to_cart","tests.ui","2026-08-23","passed","2026-08-23","","test_login","",""
"","624","test_match_has_status[WC]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","548","test_league_exists[WC]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","814","test_match_has_status[PD]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","876","test_first_team_has_name","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","0","test_la_liga_teams_count","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","239","test_login_button_visible","tests.ui","2026-08-23","passed","2026-08-23","","test_login","",""
"","190","test_status_code","tests.api","2026-08-23","passed","2026-08-23","","test_github","",""
"","0","test_la_liga_best_scorer","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","149","test_user_not_found","tests.api","2026-08-23","passed","2026-08-23","","test_github","",""
"","703","test_world_cup_name","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","126","test_create_user","tests.api","2026-08-23","passed","2026-08-23","","test_create","",""
"","581","test_league_exists[PL]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","772","test_teams_no_token","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","1194","test_match_has_status[PL]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","461","test_wrong_password","tests.ui","2026-08-23","passed","2026-08-23","","test_login","",""
