"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","436","test_unknown_competition","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","254","test_status_code","tests.api","2026-08-21","passed","2026-08-21","","test_github","",""
"","1101","test_successful_login","tests.ui","2026-08-21","passed","2026-08-21","","test_login","",""
"","475","test_league_exists[CL]","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","632","test_league_exists[PD]","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","514","test_wrong_password","tests.ui","2026-08-21","passed","2026-08-21","","test_login","",""
"","894","test_la_liga_first_team_has_name","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","7505","test_unknown_league","tests.api","2026-08-21","failed","2026-08-21","","test_football","",""
"","892","test_first_team_has_name","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","897","test_la_liga_teams_count","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","1083","test_teams_status_code","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","190","test_create_order","tests.api","2026-08-21","passed","2026-08-21","","test_create","",""
"","467","test_world_cup_name","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","230","test_create_user","tests.api","2026-08-21","passed","2026-08-21","","test_create","",""
"","863","test_league_exists[WC]","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","478","test_league_exists[PL]","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","691","test_add_to_cart","tests.ui","2026-08-21","passed","2026-08-21","","test_login","",""
"","460","test_teams_no_token","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","978","test_teams_count","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","163","test_login","tests.api","2026-08-21","passed","2026-08-21","","test_github","",""
"","562","test_match_has_status","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","305","test_login_button_visible","tests.ui","2026-08-21","passed","2026-08-21","","test_login","",""
"","186","test_user_not_found","tests.api","2026-08-21","passed","2026-08-21","","test_github","",""
