"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","695","test_match_has_status[PL]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","472","test_match_has_status[WC]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","273","test_login_button_visible","tests.ui","2026-08-23","passed","2026-08-23","","test_login","",""
"","578","test_add_to_cart","tests.ui","2026-08-23","passed","2026-08-23","","test_login","",""
"","429","test_league_exists[PL]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","449","test_league_exists[WC]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","400","test_teams_no_token","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","101","test_login","tests.api","2026-08-23","passed","2026-08-23","","test_github","",""
"","628","test_league_exists[CL]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","640","test_match_has_status[PD]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","806","test_teams_count","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","1071","test_successful_login","tests.ui","2026-08-23","passed","2026-08-23","","test_login","",""
"","1","test_la_liga_first_team_has_name","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","391","test_unknown_competition","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","0","test_la_liga_teams_count","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","167","test_create_order","tests.api","2026-08-23","passed","2026-08-23","","test_create","",""
"","845","test_first_team_has_name","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","857","test_teams_status_code","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","164","test_user_not_found","tests.api","2026-08-23","passed","2026-08-23","","test_github","",""
"","273","test_create_user","tests.api","2026-08-23","passed","2026-08-23","","test_create","",""
"","158","test_status_code","tests.api","2026-08-23","passed","2026-08-23","","test_github","",""
"","529","test_world_cup_name","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
"","450","test_wrong_password","tests.ui","2026-08-23","passed","2026-08-23","","test_login","",""
"","437","test_league_exists[PD]","tests.api","2026-08-23","passed","2026-08-23","","test_football","",""
