"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_product_in_stock","","2026-07-14","passed","2026-07-14","","test_fixtures","",""
"","0","test_is_expensive[1000-False]","","2026-07-14","passed","2026-07-14","","test_params","",""
"","438","test_unknown_competition","","2026-07-14","passed","2026-07-14","","test_football","",""
"","134","test_create_order","","2026-07-14","passed","2026-07-14","","test_post","",""
"","174","test_login","","2026-07-14","passed","2026-07-14","","test_api","",""
"","163","test_create_user","","2026-07-14","passed","2026-07-14","","test_post","",""
"","0","test_product_name","","2026-07-14","passed","2026-07-14","","test_fixtures","",""
"","1","test_is_expensive[999-False]","","2026-07-14","passed","2026-07-14","","test_params","",""
"","236","test_status_code","","2026-07-14","passed","2026-07-14","","test_api","",""
"","200","test_user_not_found","","2026-07-14","passed","2026-07-14","","test_api","",""
"","0","test_minor","","2026-07-14","passed","2026-07-14","","test_first","",""
"","465","test_world_cup_name","","2026-07-14","passed","2026-07-14","","test_football","",""
"","0","test_product_price","","2026-07-14","passed","2026-07-14","","test_fixtures","",""
"","0","test_is_adult","","2026-07-14","passed","2026-07-14","","test_first","",""
"","456","test_world_cup_exists","","2026-07-14","passed","2026-07-14","","test_football","",""
"","0","test_is_expensive[0-False]","","2026-07-14","passed","2026-07-14","","test_params","",""
"","0","test_boundary","","2026-07-14","passed","2026-07-14","","test_first","",""
"","0","test_is_expensive[1001-True]","","2026-07-14","passed","2026-07-14","","test_params","",""
