"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","485","test_wrong_password","tests.ui","2026-08-16","passed","2026-08-16","","test_login","",""
"","690","test_unknown_competition","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","330","test_world_cup_name","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","1034","test_teams_count","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","331","test_league_exists[PD]","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","1188","test_la_liga_teams_count","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","348","test_league_exists[WC]","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","998","test_successful_login","tests.ui","2026-08-16","passed","2026-08-16","","test_login","",""
"","95","test_status_code","tests.api","2026-08-16","passed","2026-08-16","","test_github","",""
"","141","test_create_user","tests.api","2026-08-16","passed","2026-08-16","","test_create","",""
"","72","test_user_not_found","tests.api","2026-08-16","passed","2026-08-16","","test_github","",""
"","831","test_first_team_has_name","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","664","test_la_liga_first_team_has_name","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","730","test_add_to_cart","tests.ui","2026-08-16","passed","2026-08-16","","test_login","",""
"","349","test_league_exists[PL]","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","1178","test_teams_status_code","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","69","test_create_order","tests.api","2026-08-16","passed","2026-08-16","","test_create","",""
"","243","test_login_button_visible","tests.ui","2026-08-16","passed","2026-08-16","","test_login","",""
"","42","test_login","tests.api","2026-08-16","passed","2026-08-16","","test_github","",""
"","332","test_unknown_league","tests.api","2026-08-16","failed","2026-08-16","","test_football","",""
"","323","test_league_exists[CL]","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","298","test_teams_no_token","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
"","459","test_match_has_status","tests.api","2026-08-16","passed","2026-08-16","","test_football","",""
