"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","203","test_create_order","tests.api","2026-08-21","passed","2026-08-21","","test_create","",""
"","52267","test_la_liga_match_has_status","tests.api","2026-08-21","broken","2026-08-21","","test_football","",""
"","1147","test_successful_login","tests.ui","2026-08-21","passed","2026-08-21","","test_login","",""
"","683","test_world_cup_name","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","471","test_league_exists[PD]","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","1229","test_first_team_has_name","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","3991","test_la_liga_teams_count","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","588","test_wrong_password","tests.ui","2026-08-21","passed","2026-08-21","","test_login","",""
"","166","test_login","tests.api","2026-08-21","passed","2026-08-21","","test_github","",""
"","3410","test_teams_status_code","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","1582","test_match_has_status","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","704","test_unknown_competition","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","441","test_teams_no_token","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","1527","test_la_liga_first_team_has_name","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","646","test_premier_league_match_has_status","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","238","test_status_code","tests.api","2026-08-21","passed","2026-08-21","","test_github","",""
"","854","test_teams_count","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","187","test_user_not_found","tests.api","2026-08-21","passed","2026-08-21","","test_github","",""
"","170","test_create_user","tests.api","2026-08-21","passed","2026-08-21","","test_create","",""
"","323","test_login_button_visible","tests.ui","2026-08-21","passed","2026-08-21","","test_login","",""
"","708","test_add_to_cart","tests.ui","2026-08-21","passed","2026-08-21","","test_login","",""
"","463","test_league_exists[CL]","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","462","test_league_exists[PL]","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
"","520","test_league_exists[WC]","tests.api","2026-08-21","passed","2026-08-21","","test_football","",""
